"","gene","term","estimate","statistic","p.value","lod","fdr"
"58","215477_at","pheno$hasCancer",-1.37257935565237,-14.6866193242338,2.98063923137017e-21,38.1004203945205,6.91849833256475e-19
"59","215025_at","pheno$hasCancer",-1.34181107415984,-14.680131502394,3.04197771586785e-21,38.0802669251218,6.98808138584365e-19
"60","204627_s_at","pheno$hasCancer",-1.36300241578357,-14.6300206045453,3.56092386323798e-21,37.9244215320377,7.87818055733186e-19
"61","210311_at","pheno$hasCancer",-1.36073646764378,-14.6210861718995,3.66246454645914e-21,37.8966012584521,7.92336868822805e-19
"62","203019_x_at","pheno$hasCancer",-1.42015667124246,-14.5999294316778,3.9147653840789e-21,37.8306816596966,8.30787781461239e-19
"63","215681_at","pheno$hasCancer",-1.11574699018046,-14.5830019348802,4.12925745869008e-21,37.77789770684,8.68040037282934e-19
"64","216130_at","pheno$hasCancer",-1.34366208845685,-14.5311594318446,4.8631555681269e-21,37.6160095970598,9.9418069288598e-19
"65","205257_s_at","pheno$hasCancer",-1.41899358994229,-14.5259970813764,4.94311563749783e-21,37.5998701033325,1.0013404159124e-18
"66","206318_at","pheno$hasCancer",-1.64892106552181,-14.5194078558658,5.04711405585417e-21,37.579264628907,1.01319677933872e-18
"67","219877_at","pheno$hasCancer",-1.24332283586024,-14.5035863692151,5.3059662579732e-21,37.5297655266101,1.05565041184301e-18
"68","214643_x_at","pheno$hasCancer",-1.02582535671341,-14.4779599377754,5.7540813746626e-21,37.4495217676541,1.11079572881368e-18
"69","215391_at","pheno$hasCancer",-1.10391124678883,-14.447174933977,6.34341114646553e-21,37.3530123005664,1.18781706366968e-18
"70","213350_at","pheno$hasCancer",-1.66035212321191,-14.4284414700456,6.73158446826044e-21,37.294223564032,1.23609260199123e-18
"71","47571_at","pheno$hasCancer",-1.53846351064906,-14.424743295571,6.81101198154299e-21,37.2826126849422,1.23609260199123e-18
"72","206180_x_at","pheno$hasCancer",-1.53973496493069,-14.4241837800986,6.82311134249974e-21,37.2808558616493,1.23609260199123e-18
"73","216922_x_at","pheno$hasCancer",-2.28535855714775,-14.3706236551406,8.08813609863893e-21,37.1124938945697,1.43881222187728e-18
"74","216452_at","pheno$hasCancer",-1.36944369419775,-14.3667241510508,8.18903004804919e-21,37.1002215406192,1.43881222187728e-18
"75","207303_at","pheno$hasCancer",-1.16764898289877,-14.3662883821632,8.20038379834021e-21,37.0988499843101,1.43881222187728e-18
"76","210871_x_at","pheno$hasCancer",-1.3517993353198,-14.3610002341396,8.33944091859819e-21,37.0822038872014,1.44052528673739e-18
"77","221394_at","pheno$hasCancer",-1.51842763311646,-14.3564653075347,8.46059170376852e-21,37.067925890318,1.45021049950057e-18
"78","215736_at","pheno$hasCancer",-1.8599859464118,-14.3434812824294,8.81740824459852e-21,37.0270315084255,1.47450850648302e-18
"79","217695_x_at","pheno$hasCancer",-1.05654908426496,-14.3384372527934,8.96009970815153e-21,37.0111389523961,1.47450850648302e-18
"80","217051_s_at","pheno$hasCancer",-1.18517819950228,-14.3383423440472,8.96280689126234e-21,37.0108398854059,1.47450850648302e-18
"81","219892_at","pheno$hasCancer",-1.08808082524232,-14.3256524420659,9.33233525477626e-21,36.9708421641429,1.51790092322759e-18
"82","202885_s_at","pheno$hasCancer",-1.34849896992397,-14.3215543560316,9.45493671067421e-21,36.9579207903185,1.52335724832599e-18
"83","219859_at","pheno$hasCancer",-1.29019630139304,-14.3199753358385,9.50260995006565e-21,36.9529415138719,1.52335724832599e-18
"84","217449_at","pheno$hasCancer",-1.53155200524655,-14.294875106139,1.02939646136172e-20,36.8737469098769,1.62681144315767e-18
"85","216108_at","pheno$hasCancer",-1.09717826231869,-14.2763781939414,1.09195627154986e-20,36.8153341016449,1.71352546471447e-18
"86","218012_at","pheno$hasCancer",-1.06994796687082,-14.2423043337305,1.21745980546489e-20,36.7076128466369,1.87816640097516e-18
"87","206002_at","pheno$hasCancer",-1.03317567440861,-14.241098131582,1.2221609663932e-20,36.703796777552,1.87816640097516e-18
"88","221733_s_at","pheno$hasCancer",-1.13129928645164,-14.2220149506293,1.29903141891979e-20,36.6433979331546,1.98262445943766e-18
"89","220869_at","pheno$hasCancer",-1.67117072091055,-14.2187225456465,1.31278071363937e-20,36.632972563294,1.98997909129429e-18
"90","207796_x_at","pheno$hasCancer",-1.3418546671033,-14.2083930711503,1.35688096161919e-20,36.6002551917243,2.01421311073357e-18
"91","206290_s_at","pheno$hasCancer",-1.05748790973264,-14.1953851325193,1.41455723523665e-20,36.5590342834617,2.02537868973437e-18
"92","216704_at","pheno$hasCancer",-1.27054115691403,-14.193504141326,1.42310041092598e-20,36.5530717739625,2.02537868973437e-18
"93","215811_at","pheno$hasCancer",-1.33494499538934,-14.1926434094741,1.42702712511016e-20,36.5503432062814,2.02537868973437e-18
"94","221910_at","pheno$hasCancer",-1.51399505237576,-14.1408088145207,1.68489716106818e-20,36.3858461959355,2.3033474503118e-18
"95","205741_s_at","pheno$hasCancer",-1.06968677472667,-14.0950867739884,1.95132657138839e-20,36.2404557385251,2.61936204760528e-18
"96","210274_at","pheno$hasCancer",-1.09707545383689,-14.0902224345516,1.98207346289884e-20,36.2249716398013,2.64470317208233e-18
"97","220801_s_at","pheno$hasCancer",-1.20804111757438,-14.0882950214371,1.99439165034517e-20,36.2188354680665,2.6452993538477e-18
"98","208241_at","pheno$hasCancer",-1.64917140193922,-14.0441721776916,2.29859569609102e-20,36.0782316116529,2.9952987073682e-18
"99","214903_at","pheno$hasCancer",-1.25766026139314,-14.038203290833,2.34320913771022e-20,36.0591913069486,3.02856496356035e-18
"100","208281_x_at","pheno$hasCancer",-2.15343583285768,-14.0314202640339,2.39497291260354e-20,36.0375482905093,3.06707939146808e-18
"101","204499_at","pheno$hasCancer",-1.1334039927063,-14.0092513442968,2.57236702884598e-20,35.9667705175803,3.25113942674817e-18
"102","221137_at","pheno$hasCancer",-1.39666861560863,-13.9954842706748,2.68916773240348e-20,35.9227845420045,3.3476382447568e-18
"103","220195_at","pheno$hasCancer",-1.4131864095797,-13.9816471400187,2.81197539880956e-20,35.8785496950892,3.42400261265974e-18
"104","221398_at","pheno$hasCancer",-1.28942122066113,-13.9637176624552,2.97959021048329e-20,35.8211949979855,3.60838090544561e-18
"105","220857_at","pheno$hasCancer",-1.12006487226324,-13.9284057257199,3.33988338737642e-20,35.7081121489408,4.02284440653561e-18
"106","216529_at","pheno$hasCancer",-1.45445931999349,-13.9087710628048,3.55898683215705e-20,35.6451633684458,4.19602664449501e-18
"107","211262_at","pheno$hasCancer",-1.05737396751723,-13.8430496188748,4.40400755076523e-20,35.434091941398,5.00686225784192e-18
"108","210755_at","pheno$hasCancer",-1.23222620941062,-13.8375671634663,4.48308494038957e-20,35.4164588101139,5.04528190538893e-18
"109","211305_x_at","pheno$hasCancer",-1.1642016307223,-13.8341529560991,4.53305511683699e-20,35.40547575521,5.06904258066815e-18
"110","396_f_at","pheno$hasCancer",-1.83722709848956,-13.8330244926921,4.54969490703061e-20,35.4018453003885,5.06904258066815e-18
"111","208014_x_at","pheno$hasCancer",-1.95812824893828,-13.8173839560663,4.78679305402958e-20,35.3515098523409,5.28040146648224e-18
"112","206740_x_at","pheno$hasCancer",-1.10456406909888,-13.8133687775944,4.84965232350769e-20,35.3385827427264,5.32338929678432e-18
"113","207665_at","pheno$hasCancer",-1.14587037301699,-13.8101215163071,4.90110014126202e-20,35.3281264388149,5.35349090430106e-18
"114","37953_s_at","pheno$hasCancer",-1.02333064057107,-13.8002217690147,5.06138102364657e-20,35.2962403236544,5.50159772438617e-18
"115","216702_x_at","pheno$hasCancer",-1.26703554287691,-13.7892748000885,5.2448028359026e-20,35.2609662080616,5.61222313745727e-18
"116","217259_at","pheno$hasCancer",-1.15045285848735,-13.7881574430298,5.26389909674895e-20,35.2573648930167,5.61222313745727e-18
"117","207456_at","pheno$hasCancer",-1.03324253107004,-13.7788554733188,5.42563143381082e-20,35.227377662243,5.67602559810359e-18
"118","213096_at","pheno$hasCancer",-1.01367177588199,-13.7692188116642,5.59849069574163e-20,35.1962994671524,5.80237991503306e-18
"119","219502_at","pheno$hasCancer",-1.27124133165377,-13.7647732158792,5.68010283886294e-20,35.1819583215858,5.82043841687228e-18
"120","215019_x_at","pheno$hasCancer",-1.75692458632237,-13.757740363984,5.81167831148508e-20,35.1592655801671,5.88643762794645e-18
"121","207075_at","pheno$hasCancer",-1.27771728096235,-13.7429203678472,6.09913074964543e-20,35.1114249375274,6.1496348639977e-18
"122","205747_at","pheno$hasCancer",-1.17342619781417,-13.7306445226633,6.34810695957259e-20,35.0717752236444,6.34326759552269e-18
"123","217521_at","pheno$hasCancer",-1.01311724402064,-13.7282708327463,6.39742385004336e-20,35.0641061622066,6.35574011393564e-18
"124","215845_x_at","pheno$hasCancer",-1.51515304250002,-13.7273034048698,6.41763463463411e-20,35.0609803248406,6.35574011393564e-18
"125","220993_s_at","pheno$hasCancer",-1.13923743563525,-13.7208947936433,6.55316036607075e-20,35.0402704756495,6.43277852146055e-18
"126","221862_at","pheno$hasCancer",-1.31888287168067,-13.7184525743415,6.60556606198761e-20,35.0323768608252,6.45578195435394e-18
"127","214747_at","pheno$hasCancer",-1.24475293744372,-13.7058646348178,6.88248510902784e-20,34.9916783237942,6.69704871984574e-18
"128","208035_at","pheno$hasCancer",-1.47893928873874,-13.7030915966369,6.94505108400274e-20,34.9827099072702,6.72854666542753e-18
"129","206435_at","pheno$hasCancer",-1.0021836438057,-13.6917026167241,7.20810757854986e-20,34.945865642393,6.95317147934314e-18
"130","220903_at","pheno$hasCancer",-1.00099824082479,-13.6710465906786,7.7112191522685e-20,34.8789981678455,7.23706551512526e-18
"131","216730_at","pheno$hasCancer",-1.28229490340866,-13.6655623133002,7.85067126370612e-20,34.8612350837104,7.31951915352149e-18
"132","204624_at","pheno$hasCancer",-1.05975200450105,-13.6626684711502,7.92528061215076e-20,34.8518605914039,7.35829282835648e-18
"133","205938_at","pheno$hasCancer",-1.2772594323234,-13.6602880441734,7.98719066111067e-20,34.8441484614989,7.38500288388088e-18
"134","221169_s_at","pheno$hasCancer",-1.265525289856,-13.6297175414158,8.82717639839207e-20,34.7450395238127,8.02840700756614e-18
"135","217487_x_at","pheno$hasCancer",-1.27600327666846,-13.6195002887026,9.12741436566819e-20,34.7118879556137,8.26773066301562e-18
"136","214844_s_at","pheno$hasCancer",-1.52168398175846,-13.615178570283,9.25750036966175e-20,34.697861285852,8.35161460474384e-18
"137","205587_at","pheno$hasCancer",-1.12984246878266,-13.6004653608722,9.71460972023311e-20,34.6500893021846,8.59907931212697e-18
"138","207227_x_at","pheno$hasCancer",-1.28118851021771,-13.6003710999139,9.71761068498203e-20,34.6497831564803,8.59907931212697e-18
"139","222053_at","pheno$hasCancer",-1.57881574680824,-13.6001466970088,9.72475872483955e-20,34.6490543241972,8.59907931212697e-18
"140","207908_at","pheno$hasCancer",-1.22173697234057,-13.5961949873706,9.85151036736075e-20,34.6362185833386,8.64256714629526e-18
"141","220537_at","pheno$hasCancer",-1.24993135591553,-13.5935458888893,9.93741532826037e-20,34.6276127652738,8.683742186652e-18
"142","216169_at","pheno$hasCancer",-1.02548303911426,-13.5767331263208,1.05005767721378e-19,34.5729735403147,9.10444950247266e-18
"143","205264_at","pheno$hasCancer",-1.50365958926872,-13.5437456837917,1.17011798557012e-19,34.4656605181173,1.00670807229571e-17
"144","214956_at","pheno$hasCancer",-1.21946743939516,-13.5374140000547,1.19470594764063e-19,34.4450462077881,1.01782993039282e-17
"145","203703_s_at","pheno$hasCancer",-1.0660845467087,-13.5273597651448,1.234828768776e-19,34.4123013825764,1.04226096419074e-17
"146","211143_x_at","pheno$hasCancer",-1.2939118847058,-13.4945294747087,1.37559066466624e-19,34.3052862482309,1.13876485201503e-17
"147","213697_at","pheno$hasCancer",-1.12096282989283,-13.4892673559385,1.39961707359194e-19,34.2881203867079,1.15083642992064e-17
"148","217639_at","pheno$hasCancer",-1.5652257900249,-13.4700292346664,1.49112908124767e-19,34.2253315207337,1.21709997499787e-17
"149","219867_at","pheno$hasCancer",-1.3536258548521,-13.452734058179,1.57855918524704e-19,34.1688423189236,1.26985683483249e-17
"150","210422_x_at","pheno$hasCancer",-1.343961478567,-13.4367028916706,1.66422806377366e-19,34.1164463691611,1.31038847862433e-17
"151","219605_at","pheno$hasCancer",-1.16454121720436,-13.4300469208559,1.70116507977692e-19,34.0946821651766,1.33475568565737e-17
"152","208462_s_at","pheno$hasCancer",-1.17558472637872,-13.4221076235878,1.74631049084557e-19,34.0687139987567,1.36059568767524e-17
"153","207489_at","pheno$hasCancer",-1.02699998594369,-13.4145094842632,1.79065104137753e-19,34.0438539179954,1.38545406788248e-17
"154","215801_at","pheno$hasCancer",-1.43957485897153,-13.3901583343894,1.94058282273243e-19,33.9641289383788,1.46583074708294e-17
"155","220995_at","pheno$hasCancer",-1.2409213618449,-13.373270051526,2.05196775743544e-19,33.9087912291013,1.53436233352127e-17
"156","215557_at","pheno$hasCancer",-1.17529458605961,-13.3693588440144,2.07867325828021e-19,33.895970037766,1.54396920714193e-17
"157","207964_x_at","pheno$hasCancer",-1.31267881320951,-13.3638126941645,2.11714610603091e-19,33.8777859390124,1.56213134704261e-17
"158","215334_at","pheno$hasCancer",-1.12147683852209,-13.3607315453187,2.13883008056482e-19,33.8676820573265,1.56774837780348e-17
"159","216809_at","pheno$hasCancer",-1.18348549661644,-13.3501226702482,2.21522504579348e-19,33.8328832373684,1.60638274536097e-17
"160","205753_at","pheno$hasCancer",-1.1896223045296,-13.3442004701769,2.25906585958036e-19,33.8134510071434,1.62908623136017e-17
"161","216431_at","pheno$hasCancer",-1.12335226682377,-13.3383568206947,2.30318571594148e-19,33.7942719845187,1.65169779085523e-17
"162","215274_at","pheno$hasCancer",-1.16766413082142,-13.3283450214781,2.38081161944354e-19,33.761402502341,1.68954220751785e-17
"163","216501_at","pheno$hasCancer",-1.00093122913838,-13.3188383816834,2.45697028143075e-19,33.7301792522011,1.73255280952916e-17
"164","215053_at","pheno$hasCancer",-1.09610650663667,-13.3155635750719,2.48377201961075e-19,33.7194208385498,1.74592718968411e-17
"165","215408_at","pheno$hasCancer",-1.19974152598,-13.31287698861,2.5059803771171e-19,33.710593792294,1.7504940671881e-17
"166","216710_x_at","pheno$hasCancer",-1.35853630780264,-13.2950663314301,2.6583793870686e-19,33.6520510212283,1.84537906174609e-17
"167","206940_s_at","pheno$hasCancer",-1.20229625501929,-13.2823669885486,2.77273950694837e-19,33.6102833252232,1.90694303806576e-17
"168","217541_x_at","pheno$hasCancer",-1.19615752438658,-13.2753083243131,2.83844343428567e-19,33.587058421043,1.94015444926956e-17
"169","216337_at","pheno$hasCancer",-1.27994592833091,-13.2718548106761,2.87116130149407e-19,33.5756930363479,1.95651643061751e-17
"170","220883_at","pheno$hasCancer",-1.35038629658032,-13.2688291453553,2.90013926507814e-19,33.5657343907977,1.97023790377244e-17
"171","210219_at","pheno$hasCancer",-1.01466418998498,-13.2608977025494,2.97751415035192e-19,33.5396231814889,2.00963221813562e-17
"172","206501_x_at","pheno$hasCancer",-1.14431191334626,-13.2594324994059,2.99203480944544e-19,33.5347986579497,2.00963221813562e-17
"173","216009_at","pheno$hasCancer",-1.16669258030992,-13.257720128658,3.00909579869829e-19,33.5291599182616,2.01356401448631e-17
"174","207687_at","pheno$hasCancer",-1.44048414214272,-13.197593507842,3.67491210365007e-19,33.3309209867329,2.44441989270551e-17
"175","207258_at","pheno$hasCancer",-1.04886439510202,-13.1951930784996,3.70439155804527e-19,33.3229968073893,2.44940525483451e-17
"176","216245_at","pheno$hasCancer",-1.03137471726806,-13.191292604624,3.75280400463682e-19,33.3101191328349,2.46657335656882e-17
"177","206749_at","pheno$hasCancer",-1.05974101946756,-13.1803975744536,3.89145088985796e-19,33.2741378260676,2.52808163786312e-17
"178","220853_at","pheno$hasCancer",-1.49983332682006,-13.1447999391129,4.3816395827379e-19,33.1564658786981,2.8264458085067e-17
"179","208285_at","pheno$hasCancer",-1.20817642513092,-13.1434468985253,4.40145714469248e-19,33.1519899530165,2.8264458085067e-17
"180","217163_at","pheno$hasCancer",-1.09296146149321,-13.1096867949843,4.92640070041503e-19,33.0402316223052,3.11676294663389e-17
"181","217687_at","pheno$hasCancer",-1.16959407534151,-13.1051203935056,5.00211119574304e-19,33.0251036089786,3.14255185422339e-17
"182","210973_s_at","pheno$hasCancer",-1.23747744093031,-13.0890271172005,5.27844579531492e-19,32.9717663190712,3.24020957732789e-17
"183","215563_s_at","pheno$hasCancer",-1.22159740382463,-13.0838783288205,5.37007623211267e-19,32.9546946829179,3.28740133736721e-17
"184","214019_at","pheno$hasCancer",-1.19372783248563,-13.0702528012806,5.62040318513872e-19,32.9095001759721,3.3848498425526e-17
"185","215590_x_at","pheno$hasCancer",-1.43642079859644,-13.0624521719145,5.76899582846841e-19,32.8836152440294,3.46497396349762e-17
"186","219287_at","pheno$hasCancer",-1.16842056850381,-13.0604953529009,5.80689033240042e-19,32.8771206458037,3.47835852894835e-17
"187","222296_at","pheno$hasCancer",-1.05139710155515,-13.0578966575659,5.85760451407637e-19,32.8684949066054,3.49932979590251e-17
"188","205752_s_at","pheno$hasCancer",-1.09413424530406,-13.0564979033973,5.88508677320163e-19,32.8638517123287,3.50634728789444e-17
"189","220283_at","pheno$hasCancer",-1.05948564927736,-13.0485476150432,6.04378747322947e-19,32.8374556570103,3.59129910042593e-17
"190","214608_s_at","pheno$hasCancer",-1.06098911648926,-13.0392914728959,6.23401859324583e-19,32.8067134797138,3.66810633278567e-17
"191","220335_x_at","pheno$hasCancer",-1.38434486563381,-13.0329760504039,6.36727764613441e-19,32.7857317484146,3.70449210936849e-17
"192","220691_at","pheno$hasCancer",-2.01093686840565,-13.0153591723937,6.75443546118685e-19,32.7271753736247,3.88912365327201e-17
"193","216011_at","pheno$hasCancer",-1.39021101221513,-12.9996165310866,7.12051942100267e-19,32.6748140943118,4.07883121486382e-17
"194","206776_x_at","pheno$hasCancer",-1.15882076437035,-12.9946316202187,7.24057423727458e-19,32.6582270685473,4.13696706997921e-17
"195","210724_at","pheno$hasCancer",-1.06161226238526,-12.9896756916117,7.36196084601866e-19,32.6417332304146,4.17421306696778e-17
"196","204592_at","pheno$hasCancer",-1.02284334325448,-12.9884815374604,7.39151597250793e-19,32.6377584786938,4.18033376688818e-17
"197","220660_at","pheno$hasCancer",-1.28450298768997,-12.9854826218382,7.4662688904122e-19,32.6277757345481,4.20453180040134e-17
"198","208034_s_at","pheno$hasCancer",-1.01573121143555,-12.9814228153929,7.5686861002443e-19,32.6142596234237,4.24818721339405e-17
"199","209789_at","pheno$hasCancer",-1.19874977564749,-12.9804131480326,7.59437699257104e-19,32.6108978506761,4.25189704837841e-17
"200","217377_x_at","pheno$hasCancer",-1.32308422113077,-12.9791910569671,7.62559100500796e-19,32.606828615393,4.25867279109254e-17
"201","216600_x_at","pheno$hasCancer",-1.06796632945249,-12.9779326438463,7.65786834814455e-19,32.6026382315571,4.26600701004263e-17
"202","220957_at","pheno$hasCancer",-1.30449573998268,-12.9635393340324,8.03702452742792e-19,32.5546951617762,4.44389621698949e-17
"203","209334_s_at","pheno$hasCancer",-1.23463888420262,-12.9429654601401,8.61221505102561e-19,32.4861176437142,4.73841945634577e-17
"204","211524_at","pheno$hasCancer",-1.10673266829071,-12.9184254752647,9.35302996918707e-19,32.4042471612163,5.11140620796724e-17
"205","220622_at","pheno$hasCancer",-1.21270551735231,-12.9182375480267,9.35894508302578e-19,32.4036198905978,5.11140620796724e-17
"206","207547_s_at","pheno$hasCancer",-1.34348741180139,-12.9059556222733,9.75384395373526e-19,32.3626147203961,5.28819719759325e-17
"207","215995_x_at","pheno$hasCancer",-1.27759186456587,-12.8919036939173,1.02263753291009e-18,32.3156757235269,5.4911060620786e-17
"208","208118_x_at","pheno$hasCancer",-1.08666577856102,-12.8902870963026,1.0282201994496e-18,32.3102739788749,5.4911060620786e-17
"209","221402_at","pheno$hasCancer",-1.05827912448794,-12.8836624081046,1.05142134728503e-18,32.2881344617156,5.57829092417914e-17
