"","gene","term","estimate","statistic","p.value","lod","fdr"
"27","208766_s_at","pheno$hasCancer",1.51277761838939,15.0955168154379,8.3430611329782e-22,39.3596760034182,2.65583473180219e-19
"28","212725_s_at","pheno$hasCancer",1.46616964576603,15.0431167959969,9.81044463539525e-22,39.1995002412303,3.03619635847934e-19
"29","218341_at","pheno$hasCancer",1.21914697000581,15.0222739864737,1.04644747722062e-21,39.135690679483,3.18348894409113e-19
"30","216304_x_at","pheno$hasCancer",1.44538102622852,14.9413811411541,1.34499283069654e-21,38.887513453662,3.94348358505407e-19
"31","209091_s_at","pheno$hasCancer",1.72387003976734,14.8385791749975,1.85247296207458e-21,38.570908964387,4.85631235457739e-19
"32","200638_s_at","pheno$hasCancer",2.63541402947634,14.7763955040824,2.24971141665761e-21,38.3787394118528,5.79688640661997e-19
"33","200774_at","pheno$hasCancer",1.48299681439071,14.6930189169339,2.92136174348687e-21,38.1202944681523,6.91560043052998e-19
"34","212378_at","pheno$hasCancer",1.30878774214975,14.6639902587966,3.20018932961598e-21,38.0301029244781,7.27651212569724e-19
"35","201209_at","pheno$hasCancer",1.44300279283431,14.6415584008411,3.43400022447469e-21,37.9603329555679,7.72927545474439e-19
"36","211971_s_at","pheno$hasCancer",1.85254700118299,14.6291344234253,3.57086674276587e-21,37.9216625789546,7.87818055733186e-19
"37","218028_at","pheno$hasCancer",1.59409912621382,14.6216571395456,3.65588861073038e-21,37.8983794614893,7.92336868822805e-19
"38","200822_x_at","pheno$hasCancer",1.27105707936716,14.6104284741104,3.78743362691508e-21,37.8634015310381,8.11494072197584e-19
"39","200009_at","pheno$hasCancer",1.39199461725116,14.5624461403147,4.40579854963362e-21,37.7137499766596,9.09022306310055e-19
"40","202857_at","pheno$hasCancer",1.73470385065211,14.4955091735932,5.44325829269367e-21,37.5044826916598,1.06712368890458e-18
"41","201002_s_at","pheno$hasCancer",1.37688072622893,14.4945723485782,5.45941302944499e-21,37.5015497408477,1.06712368890458e-18
"42","212782_x_at","pheno$hasCancer",1.82381261060373,14.4764014746545,5.78253846171462e-21,37.4446390200027,1.11079572881368e-18
"43","208932_at","pheno$hasCancer",1.33421362984388,14.4614301154034,6.06327784962576e-21,37.3977168913456,1.15476940447189e-18
"44","208775_at","pheno$hasCancer",1.55619939221253,14.4522362359066,6.24247983906491e-21,37.3688876869761,1.17882354452444e-18
"45","208743_s_at","pheno$hasCancer",1.98177050963392,14.4316292451717,6.66387196279482e-21,37.3042305543338,1.23609260199123e-18
"46","207801_s_at","pheno$hasCancer",1.19084967999288,14.3923053738085,7.54966751460564e-21,37.1806935931894,1.35668742925772e-18
"47","200028_s_at","pheno$hasCancer",1.14431681439811,14.3612168331213,8.33369861276295e-21,37.0828857716224,1.44052528673739e-18
"48","200636_s_at","pheno$hasCancer",2.14488337682929,14.3423320995349,8.84971399457165e-21,37.0234109937196,1.47450850648302e-18
"49","213011_s_at","pheno$hasCancer",1.65707154708095,14.3394697738704,8.93070145025363e-21,37.0143924541933,1.47450850648302e-18
"50","200744_s_at","pheno$hasCancer",2.18029760211915,14.3370630399424,8.99937875877083e-21,37.0068085552184,1.47450850648302e-18
"51","201376_s_at","pheno$hasCancer",1.65508584822963,14.3040831491307,9.99618647999924e-21,36.9028090611386,1.59103588095588e-18
"52","201714_at","pheno$hasCancer",1.95233807809557,14.2117180150797,1.34252426667648e-20,36.6107880734499,2.01299783032621e-18
"53","202899_s_at","pheno$hasCancer",1.75175100713559,14.2109019473953,1.34603364321952e-20,36.6082030374057,2.01299783032621e-18
"54","201973_s_at","pheno$hasCancer",1.94543253525517,14.2065457019252,1.36492473958071e-20,36.5944024024831,2.01421311073357e-18
"55","208612_at","pheno$hasCancer",1.9912533425927,14.1969153036431,1.40764573988475e-20,36.5638843958001,2.02537868973437e-18
"56","217727_x_at","pheno$hasCancer",1.50763353827865,14.1967651591131,1.40832239917894e-20,36.5634085031901,2.02537868973437e-18
"57","201520_s_at","pheno$hasCancer",2.01683666824484,14.1939641847419,1.42100615053882e-20,36.5545300974035,2.02537868973437e-18
"58","222244_s_at","pheno$hasCancer",1.41071991129432,14.1853645804419,1.46067529780953e-20,36.5272650447681,2.06001440892973e-18
"59","200008_s_at","pheno$hasCancer",1.95294326181183,14.1777868401222,1.49655912075677e-20,36.5032318044759,2.09734760300775e-18
"60","201386_s_at","pheno$hasCancer",1.72099340566683,14.1692082072916,1.53826110870123e-20,36.4760151201532,2.14231701782434e-18
"61","201903_at","pheno$hasCancer",1.57171559050597,14.1607257687348,1.58065239379896e-20,36.449094165963,2.18768181931815e-18
"62","201131_s_at","pheno$hasCancer",2.27349069697367,14.1083317220153,1.87003126533713e-20,36.2826011807086,2.54084796862849e-18
"63","200691_s_at","pheno$hasCancer",1.67984308201664,14.1043819636839,1.89390887512345e-20,36.2700354466336,2.5576952402652e-18
"64","212411_at","pheno$hasCancer",1.63200871174028,14.0371322134124,2.35130699948814e-20,36.0557741558047,3.02856496356035e-18
"65","218580_x_at","pheno$hasCancer",1.11400767112179,14.0080358363349,2.58246949932427e-20,35.9628879541023,3.25113942674817e-18
"66","200943_at","pheno$hasCancer",1.20188546737318,14.0007542007384,2.6438360701986e-20,35.9396249707253,3.30969658158626e-18
"67","202296_s_at","pheno$hasCancer",1.3154087685682,13.992039697942,2.719222177957e-20,35.9117752021368,3.36624598841199e-18
"68","210466_s_at","pheno$hasCancer",1.26239554783781,13.987834834199,2.75637156835641e-20,35.8983337564806,3.39338274351856e-18
"69","213366_x_at","pheno$hasCancer",1.64233669951477,13.9845571891045,2.78568508937582e-20,35.8878546894121,3.41062751904184e-18
"70","210337_s_at","pheno$hasCancer",1.76745293346975,13.9161419407023,3.47507879780046e-20,35.6688003549537,4.14356358665377e-18
"71","218041_x_at","pheno$hasCancer",1.82736458657273,13.9159446556381,3.47729834718958e-20,35.6681677926208,4.14356358665377e-18
"72","209796_s_at","pheno$hasCancer",2.28127647979076,13.8855301798011,3.83722498014307e-20,35.5705876274799,4.47669550955644e-18
"73","215227_x_at","pheno$hasCancer",1.48152137624496,13.8547181618077,4.24037062055993e-20,35.4716081360426,4.89576054600709e-18
"74","201399_s_at","pheno$hasCancer",1.79697485755155,13.8467111307688,4.35198260211821e-20,35.4458662022016,4.97308863194872e-18
"75","217978_s_at","pheno$hasCancer",1.56685182809017,13.8382099019602,4.47374038859493e-20,35.4185262437615,5.04528190538893e-18
"76","200594_x_at","pheno$hasCancer",1.28252551749302,13.8247947513553,4.67293106496835e-20,35.3753637902367,5.18044392640247e-18
"77","204427_s_at","pheno$hasCancer",2.41282908267542,13.7920455028884,5.19775188187597e-20,35.2698956565335,5.61222313745727e-18
"78","201472_at","pheno$hasCancer",1.81523836639469,13.7890384575331,5.2488362080333e-20,35.2602044742032,5.61222313745727e-18
"79","202347_s_at","pheno$hasCancer",1.33774869373549,13.7804188746928,5.39810126195011e-20,35.2324184739378,5.67386275566199e-18
"80","202454_s_at","pheno$hasCancer",2.54697074183064,13.7769080565404,5.46012262246021e-20,35.221098235661,5.68541646711593e-18
"81","201351_s_at","pheno$hasCancer",1.89595521074458,13.7627326808008,5.71796508161306e-20,35.1753748439945,5.82043841687228e-18
"82","201068_s_at","pheno$hasCancer",1.49800330001976,13.76260209564,5.72039677464897e-20,35.1749535120909,5.82043841687228e-18
"83","221896_s_at","pheno$hasCancer",1.67013091443279,13.7381613619702,6.19445725481176e-20,35.0960561928279,6.21761671211579e-18
"84","201773_at","pheno$hasCancer",1.72190649433274,13.7251398279661,6.46306864473932e-20,35.0539891879322,6.37241409781975e-18
"85","208686_s_at","pheno$hasCancer",1.20776283427472,13.6883590126732,7.28723463040557e-20,34.9350455723671,6.99920039953997e-18
"86","207168_s_at","pheno$hasCancer",1.27641681324466,13.6854327667776,7.35720586396719e-20,34.9255748865161,7.0360780372009e-18
"87","203190_at","pheno$hasCancer",1.79203550511523,13.6809627889941,7.46540515349913e-20,34.9111057935854,7.10904371946244e-18
"88","213872_at","pheno$hasCancer",3.20809957768141,13.6773836020282,7.55320211712969e-20,34.899518249132,7.16204267131918e-18
"89","200723_s_at","pheno$hasCancer",1.81915722071018,13.6703118173872,7.72975628326442e-20,34.8766185326068,7.23706551512526e-18
"90","200846_s_at","pheno$hasCancer",1.55846927475198,13.653364024701,8.17006686341557e-20,34.821711715492,7.52287602964831e-18
"91","200877_at","pheno$hasCancer",1.39718679911718,13.6009160353515,9.70027465428063e-20,34.6515530103108,8.59907931212697e-18
"92","200942_s_at","pheno$hasCancer",1.69171640240968,13.5973371898412,9.81470324521418e-20,34.6399288383249,8.64256714629526e-18
"93","207668_x_at","pheno$hasCancer",1.50569820699351,13.5842281023477,1.02456404019419e-19,34.5973358094085,8.91810957329963e-18
"94","201112_s_at","pheno$hasCancer",1.73856005275566,13.5368939947256,1.19674838111079e-19,34.4433529712581,1.01782993039282e-17
"95","200641_s_at","pheno$hasCancer",2.55278852528703,13.5349514026531,1.20440963501938e-19,34.4370272056394,1.0204509466592e-17
"96","208765_s_at","pheno$hasCancer",1.60053815409841,13.5200147242104,1.26499974440376e-19,34.3883714878921,1.06369770960562e-17
"97","201013_s_at","pheno$hasCancer",1.82199900461721,13.5099915370728,1.30737910260293e-19,34.3557048072052,1.09520032117673e-17
"98","200657_at","pheno$hasCancer",1.47612210304002,13.5055547464035,1.32659443132963e-19,34.3412405837696,1.10620128867019e-17
"99","201632_at","pheno$hasCancer",1.06295442425451,13.5046746228508,1.33044000073424e-19,34.3383710157635,1.10620128867019e-17
"100","209043_at","pheno$hasCancer",1.17492608773781,13.4935952747071,1.37982547253089e-19,34.3022390070437,1.13876485201503e-17
"101","210101_x_at","pheno$hasCancer",1.24334236070276,13.4628650361743,1.52673488172559e-19,34.2019367279254,1.23748376033429e-17
"102","202521_at","pheno$hasCancer",1.57053088815129,13.4627707372069,1.52720923615281e-19,34.2016287481578,1.23748376033429e-17
"103","212680_x_at","pheno$hasCancer",1.5659765818804,13.4587719914121,1.54746206595858e-19,34.1885677930047,1.24935134839693e-17
"104","208870_x_at","pheno$hasCancer",1.24715377639602,13.4491862319038,1.59712568267777e-19,34.1572495942179,1.2755824941616e-17
"105","209049_s_at","pheno$hasCancer",1.86404941191946,13.4469971449455,1.60869169160311e-19,34.1500957994532,1.28023132014258e-17
"106","200738_s_at","pheno$hasCancer",1.83594274337993,13.4424166468184,1.63316763174371e-19,34.1351249823719,1.2950844960194e-17
"107","201390_s_at","pheno$hasCancer",1.23017522841285,13.4254234788946,1.72730987081612e-19,34.0795606402074,1.35051388952265e-17
"108","208795_s_at","pheno$hasCancer",1.41048940132421,13.4093620564364,1.82133558657377e-19,34.0270079049722,1.40431906144025e-17
"109","212175_s_at","pheno$hasCancer",1.35605179114304,13.4076283821019,1.8317895903542e-19,34.0213333132851,1.40750922213319e-17
"110","208852_s_at","pheno$hasCancer",2.09282671812866,13.4032613259784,1.85839269202547e-19,34.0070374868875,1.4181700122056e-17
"111","202906_s_at","pheno$hasCancer",1.61559895065475,13.3971381891974,1.89635314229568e-19,33.9869887852987,1.44219921739845e-17
"112","208946_s_at","pheno$hasCancer",1.53751806481074,13.3920992694859,1.92817983878575e-19,33.9704863747257,1.46141603223343e-17
"113","220607_x_at","pheno$hasCancer",1.86482492856895,13.3843016943902,1.97849944500645e-19,33.9449427926489,1.48942240314455e-17
"114","200039_s_at","pheno$hasCancer",1.43697852304038,13.3695662744081,2.07724814507581e-19,33.8966500587086,1.54396920714193e-17
"115","201284_s_at","pheno$hasCancer",1.75392416319205,13.3640592509122,2.11542057238475e-19,33.8785944080412,1.56213134704261e-17
"116","208787_at","pheno$hasCancer",1.61383073784909,13.3614148499578,2.13400192813363e-19,33.8699228975643,1.56774837780348e-17
"117","202194_at","pheno$hasCancer",1.5287420406506,13.3576875974462,2.1604729056761e-19,33.8576989370814,1.57842025433379e-17
"118","211935_at","pheno$hasCancer",1.68085257825373,13.3530893334871,2.19358805596234e-19,33.8426158667993,1.59737655722251e-17
"119","217140_s_at","pheno$hasCancer",2.34447702217522,13.349421044219,2.22037376282896e-19,33.8305812673127,1.60638274536097e-17
"120","218190_s_at","pheno$hasCancer",1.41970548016201,13.3330835143156,2.34374741973963e-19,33.7769609758903,1.66855347457055e-17
"121","200072_s_at","pheno$hasCancer",1.56695513887949,13.3213660303368,2.4364836650749e-19,33.7384821303916,1.72356080980521e-17
"122","200693_at","pheno$hasCancer",1.56034340463134,13.3035959013847,2.58425895643451e-19,33.680092530232,1.7995325726947e-17
"123","212058_at","pheno$hasCancer",1.56413885504346,13.2904086845831,2.69975766442955e-19,33.6367346548633,1.86828260982869e-17
"124","203105_s_at","pheno$hasCancer",1.72669607081708,13.2871721027929,2.72889443581833e-19,33.626089681693,1.88259921713127e-17
"125","217768_at","pheno$hasCancer",1.42432945386202,13.2774892336086,2.81797651151267e-19,33.5942349013363,1.93209140326267e-17
"126","200079_s_at","pheno$hasCancer",1.44026687966627,13.2595776087064,2.99059353670581e-19,33.5352764768529,2.00963221813562e-17
"127","208863_s_at","pheno$hasCancer",1.26089830305083,13.2151132612895,3.46681835813368e-19,33.3887333032976,2.31290758905068e-17
"128","208720_s_at","pheno$hasCancer",1.38232895332323,13.1962247032677,3.6916930670529e-19,33.3264024495523,2.4482737087244e-17
"129","202514_at","pheno$hasCancer",1.44522164518761,13.1923838147439,3.73919584405279e-19,33.3137220381081,2.46510357967539e-17
"130","208722_s_at","pheno$hasCancer",1.32163558722355,13.1808467843323,3.8856332392354e-19,33.275621670728,2.52808163786312e-17
"131","201544_x_at","pheno$hasCancer",1.21594887215118,13.1623474660434,4.13265351159476e-19,33.2144920852653,2.67697436624611e-17
"132","200863_s_at","pheno$hasCancer",1.47845696249403,13.1411256006273,4.43566791936482e-19,33.1443104210513,2.84022954733352e-17
"133","201273_s_at","pheno$hasCancer",1.96099988764967,13.1341263539061,4.54045835833804e-19,33.1211505619701,2.89899809738815e-17
"134","208726_s_at","pheno$hasCancer",1.48164035304189,13.1235428615971,4.70368790991968e-19,33.0861184863619,2.99463650562115e-17
"135","214437_s_at","pheno$hasCancer",1.72814806756633,13.1045166267941,5.01220930203685e-19,33.023103186658,3.14255185422339e-17
"136","219862_s_at","pheno$hasCancer",1.60405185973164,13.0930567033528,5.20783762404097e-19,32.9851246198395,3.23285245820028e-17
"137","217724_at","pheno$hasCancer",1.30520362341824,13.0930227767293,5.20842809538168e-19,32.9850121601526,3.23285245820028e-17
"138","200700_s_at","pheno$hasCancer",2.06660170738429,13.0911634182805,5.24089282063095e-19,32.978848542078,3.23532797162735e-17
"139","201521_s_at","pheno$hasCancer",1.62675906008881,13.081838436614,5.40682268637046e-19,32.9479301245926,3.30082821699707e-17
"140","200052_s_at","pheno$hasCancer",1.98019874216126,13.0769682128887,5.49558641696773e-19,32.9317775838309,3.33673439044392e-17
"141","209265_s_at","pheno$hasCancer",1.33379780407391,13.0718634060772,5.59020851776239e-19,32.9148436671711,3.3785483575961e-17
"142","218467_at","pheno$hasCancer",1.22014349430082,13.0716191114938,5.59477783042212e-19,32.914033194925,3.3785483575961e-17
"143","208734_x_at","pheno$hasCancer",2.02516036047155,13.0440459594405,6.13556027505979e-19,32.8225058406606,3.63024189296167e-17
"144","219065_s_at","pheno$hasCancer",1.53529101542708,13.0390581171107,6.23889198099793e-19,32.8059382953005,3.66810633278567e-17
"145","207791_s_at","pheno$hasCancer",2.02062002881154,13.0368673987739,6.28483112070176e-19,32.7986605993232,3.68539189112098e-17
"146","210312_s_at","pheno$hasCancer",1.46094589836035,13.03340754213,6.3580819045842e-19,32.7871654610762,3.70449210936849e-17
"147","200041_s_at","pheno$hasCancer",1.55131805586365,13.033142154637,6.36373612216366e-19,32.786283663973,3.70449210936849e-17
"148","201339_s_at","pheno$hasCancer",2.18358602710543,13.0317318345162,6.39386916078339e-19,32.7815974688667,3.71027569035771e-17
"149","217900_at","pheno$hasCancer",1.71093515503261,13.0172792151515,6.71110846171059e-19,32.7335593519116,3.87418730187298e-17
"150","201001_s_at","pheno$hasCancer",1.74670922182258,13.0052973422892,6.98615695012557e-19,32.6937126951512,4.01217874535176e-17
"151","200637_s_at","pheno$hasCancer",2.99619442760328,12.992682186772,7.28807873068284e-19,32.6517395408686,4.15345929298736e-17
"152","210766_s_at","pheno$hasCancer",1.77381903356694,12.9899254131908,7.35579540316183e-19,32.6425644069239,4.17421306696778e-17
"153","201900_s_at","pheno$hasCancer",1.08391199731614,12.9852523767023,7.47203963990006e-19,32.6270092490504,4.20453180040134e-17
"154","202469_s_at","pheno$hasCancer",1.61239514187469,12.967482904242,7.93129098418484e-19,32.5678336252732,4.39634221394505e-17
"155","212449_s_at","pheno$hasCancer",2.39427011881866,12.9602484364888,8.12634942330139e-19,32.543729583364,4.4821644603818e-17
"156","204426_at","pheno$hasCancer",2.23416952556567,12.9133365953952,9.51454842675101e-19,32.3872596621414,5.18368417098515e-17
"157","218057_x_at","pheno$hasCancer",1.3156528736358,12.8952587954487,1.01114884365897e-18,32.3268854546335,5.4563270111461e-17
"158","200978_at","pheno$hasCancer",1.21031119029552,12.8952166081061,1.01129249006118e-18,32.326744511697,5.4563270111461e-17
"159","201586_s_at","pheno$hasCancer",1.55583522121688,12.8912230635112,1.02498423755392e-18,32.3134014879651,5.4911060620786e-17
"160","202753_at","pheno$hasCancer",1.24776654801105,12.8904605698219,1.02761966253647e-18,32.3108536446609,5.4911060620786e-17
"161","212114_at","pheno$hasCancer",1.11414826331868,12.8874985599309,1.03792251113803e-18,32.3009554756062,5.51981558846985e-17
"162","212296_at","pheno$hasCancer",1.66151489775343,12.8776328283878,1.07299833388712e-18,32.2679787517737,5.64642727154063e-17
"163","212333_at","pheno$hasCancer",1.10524799746385,12.8764650812005,1.07722862777185e-18,32.264074646652,5.64642727154063e-17
"164","209452_s_at","pheno$hasCancer",1.45491261678374,12.869923165551,1.10124131252703e-18,32.2421998713225,5.74682907893206e-17
"165","200640_at","pheno$hasCancer",1.68378978650868,12.8672705597534,1.111131534754e-18,32.233328514309,5.78489345535592e-17
"166","200760_s_at","pheno$hasCancer",1.99174580252447,12.8664476159641,1.11421809545828e-18,32.2305760781679,5.78744098393868e-17
"167","210213_s_at","pheno$hasCancer",1.58253328482952,12.8621251978155,1.13057285850217e-18,32.2161177566832,5.8316099550935e-17
"168","211505_s_at","pheno$hasCancer",1.59895341768985,12.8574789601448,1.1484237409775e-18,32.2005735258816,5.88283361383944e-17
"169","217122_s_at","pheno$hasCancer",1.32632246953236,12.8517590168491,1.17079181588399e-18,32.1814332503166,5.9563365372929e-17
"170","217745_s_at","pheno$hasCancer",1.48580878970971,12.8428404493757,1.20655073834554e-18,32.1515810250618,6.11035684148948e-17
"171","201180_s_at","pheno$hasCancer",1.40132023248475,12.8396851123056,1.21946487565385e-18,32.141016972477,6.16175415514619e-17
"172","212697_at","pheno$hasCancer",1.24000108831252,12.828363345601,1.26696418131131e-18,32.1031009580916,6.38727666338461e-17
"173","207157_s_at","pheno$hasCancer",1.30532145122189,12.8246490856714,1.28295116195685e-18,32.0906584141348,6.43873890582982e-17
"174","200647_x_at","pheno$hasCancer",1.28850787700756,12.7944625349553,1.42068468441425e-18,31.9894679192254,6.97293322088164e-17
"175","212429_s_at","pheno$hasCancer",1.04691317992966,12.7802110651513,1.49081623020926e-18,31.9416528489898,7.2060429626362e-17
"176","204616_at","pheno$hasCancer",1.97378669071334,12.7588061683239,1.60278651604792e-18,31.8697870934378,7.68062192195609e-17
"177","202583_s_at","pheno$hasCancer",1.51431204022255,12.7419076180363,1.69716410631402e-18,31.8130085481056,8.02927978365081e-17
"178","217746_s_at","pheno$hasCancer",1.26362466023204,12.7348732390788,1.73808937146846e-18,31.7893622001399,8.18812800516527e-17
"179","209302_at","pheno$hasCancer",1.30758355732298,12.7244234253866,1.80073541193745e-18,31.7542227106265,8.35953899670878e-17
"180","200682_s_at","pheno$hasCancer",1.66510343447596,12.707805624719,1.90509646494744e-18,31.6983126017915,8.7205436853748e-17
"181","208639_x_at","pheno$hasCancer",1.50707208757396,12.6936352228549,1.99890794486925e-18,31.6506080024459,9.07162234939339e-17
"182","208854_s_at","pheno$hasCancer",1.73139882425835,12.6867296184,2.04630413174287e-18,31.6273507434193,9.21414164805004e-17
"183","209026_x_at","pheno$hasCancer",1.68265527308432,12.6770158281546,2.11490436807793e-18,31.594625233096,9.50129315199202e-17
"184","218186_at","pheno$hasCancer",2.55414902490227,12.6713179523845,2.15622101093694e-18,31.5754234630224,9.66741907177219e-17
"185","210371_s_at","pheno$hasCancer",1.59505973360891,12.6560494384861,2.27100639013267e-18,31.5239477211778,1.00806445002642e-16
"186","200903_s_at","pheno$hasCancer",1.96863965742854,12.6448579076825,2.35904956544438e-18,31.4861975192696,1.0429901084682e-16
"187","200065_s_at","pheno$hasCancer",1.36591579473915,12.6322283369461,2.46255934890054e-18,31.44357689192,1.0823118337584e-16
"188","217845_x_at","pheno$hasCancer",1.50014785771764,12.6242548810133,2.53026147362994e-18,31.4166583217164,1.10336279365962e-16
"189","203396_at","pheno$hasCancer",1.69885724983223,12.6242547645484,2.53026247614804e-18,31.4166579284672,1.10336279365962e-16
"190","208689_s_at","pheno$hasCancer",1.77193811134968,12.6199849318738,2.56728801210812e-18,31.4022394416713,1.11585843456149e-16
"191","216640_s_at","pheno$hasCancer",1.66555105051454,12.6184454481556,2.5807714868158e-18,31.3970402839227,1.11881967005285e-16
"192","208948_s_at","pheno$hasCancer",1.48632968064384,12.6158289618956,2.60385229533761e-18,31.3882031497241,1.1266337999419e-16
"193","212785_s_at","pheno$hasCancer",1.39924999550476,12.6110555731203,2.64649888183303e-18,31.3720788004674,1.14286694930011e-16
"194","210949_s_at","pheno$hasCancer",1.63614802681829,12.6088940431381,2.66604214228893e-18,31.3647762394021,1.14907963359041e-16
"195","212546_s_at","pheno$hasCancer",1.36118084452801,12.590531381148,2.83806427178444e-18,31.3027146682038,1.2138532941422e-16
"196","209836_x_at","pheno$hasCancer",1.7115045723733,12.582293669079,2.91884132837197e-18,31.2748587127063,1.23860457350277e-16
"197","208778_s_at","pheno$hasCancer",1.35555021401029,12.5817974733634,2.92378048585226e-18,31.2731805344909,1.23860457350277e-16
"198","200876_s_at","pheno$hasCancer",1.4675769153645,12.5729916705913,3.01285322575552e-18,31.2433931475609,1.26996675277887e-16
"199","200910_at","pheno$hasCancer",1.90136212205908,12.5699314375181,3.04444650874661e-18,31.2330389149232,1.27757818369869e-16
"200","201179_s_at","pheno$hasCancer",1.51258895703538,12.5660375552952,3.08513100049597e-18,31.219862271562,1.28979313478521e-16
"201","200944_s_at","pheno$hasCancer",1.07668939079903,12.5526869423741,3.22884254586861e-18,31.1746695639957,1.34231900092519e-16
"202","208649_s_at","pheno$hasCancer",1.53133649136543,12.5519832070782,3.2366029617192e-18,31.1722867246587,1.34303954927354e-16
"203","217725_x_at","pheno$hasCancer",1.36102882089556,12.542569688148,3.34224196059499e-18,31.1404064148019,1.37408076767413e-16
"204","206095_s_at","pheno$hasCancer",1.26258377256574,12.5321187068149,3.4636131743442e-18,31.1049989661222,1.41614114429196e-16
"205","201699_at","pheno$hasCancer",1.62571052544817,12.5267849969198,3.52726335920359e-18,31.0869230794898,1.43689231139184e-16
"206","201606_s_at","pheno$hasCancer",1.55384051227624,12.5216883077542,3.589189844719e-18,31.069646968318,1.45945104580061e-16
"207","200635_s_at","pheno$hasCancer",2.05737827267154,12.5151998235044,3.66962038002345e-18,31.0476481987903,1.48673001687386e-16
"208","202119_s_at","pheno$hasCancer",1.62135484307755,12.5139777415643,3.68497189135741e-18,31.0435041944925,1.49024008448489e-16
"209","208698_s_at","pheno$hasCancer",1.8083076155755,12.5099357342391,3.73621069998684e-18,31.029796602975,1.50549698061133e-16
"210","207549_x_at","pheno$hasCancer",2.30807155615872,12.5067809522097,3.77670257056138e-18,31.0190963556684,1.51632906990665e-16
"211","216032_s_at","pheno$hasCancer",1.91602545262579,12.5060575832559,3.78604942304203e-18,31.0166426816483,1.5173478290224e-16
"212","201115_at","pheno$hasCancer",1.22287094815504,12.4985551217956,3.88438089818715e-18,30.991190220511,1.54288163198403e-16
"213","200598_s_at","pheno$hasCancer",2.3879330000732,12.4866830754334,4.04528660367182e-18,30.9508986616855,1.59541807769237e-16
